seed,accuracy_mean,precision_mean,recall_mean,f1_mean,fpr_mean,auc_mean
0,0.9546454970818059,0.9530207527899466,0.9612830963979189,0.9571266596669258,0.05273876513622385,0.9905059930216089
1,0.9543815384335538,0.9517964066964636,0.9621181869077704,0.9569250144814326,0.05422609931331228,0.9904113391662754
2,0.9550193264250559,0.9529833154276094,0.9620765204591157,0.9574999315952301,0.052832176767266904,0.9904145695756394
3,0.9550851153194803,0.9530409211390936,0.9621600975298371,0.957567509929086,0.052785902613626354,0.9904252712091001
4,0.955173259569529,0.9533777100287052,0.9619513815854877,0.9576345147436471,0.052367687000243454,0.9903615408774236
5,0.9548653642539362,0.9529281157033234,0.9618260857432375,0.9573483735915443,0.05287899049825867,0.9904199560594732
6,0.9547332446343517,0.9525371531069782,0.9619931177979744,0.9572351513467275,0.05334358818075237,0.9904484758700314
7,0.9541835912173496,0.9525413784336736,0.9609072611940428,0.9566928960889785,0.05329696869760704,0.9905021195913248
8,0.9544913365619351,0.9528100808884199,0.9611991705080378,0.956980545495016,0.052971409306975484,0.990707309341403
9,0.9546673493088902,0.9529074885498382,0.9614499889249917,0.9571500496388945,0.05287855883637771,0.99047376522628
10,0.9549314579281495,0.9535363471152539,0.961283305689415,0.9573852207914765,0.05213499966330374,0.990421466832865
11,0.9544034293628332,0.9523909672263885,0.9614920390747225,0.956916437552497,0.05348288546974309,0.9905612719503392
12,0.9550851201572547,0.9531772640972322,0.9619932050027644,0.9575538947827134,0.05259992109220816,0.9904187942733813
13,0.9545573092917875,0.9529687321719322,0.961157347090761,0.9570380598768524,0.052785276703898945,0.9905111269670197
14,0.9539855424078822,0.9524275314733689,0.9606143926273584,0.956496258677588,0.053389862334392926,0.9905398406225974
15,0.9540735463624725,0.9524029914181616,0.9608236318004474,0.9565905935228024,0.053436265986597765,0.9905528920814033
16,0.9542495010561346,0.9524658027863339,0.9611161515479723,0.956763164664555,0.05339005658223935,0.9905038047657442
17,0.9546894869646652,0.9530311939412266,0.9613666385867244,0.957169621086234,0.05273850613909527,0.9905601778137498
18,0.9546893756958534,0.9529374437691265,0.9614500412478657,0.9571726850121346,0.052832371015113344,0.9905179042282024
19,0.9547332784987729,0.9530119779190983,0.9614915158459822,0.9572164589267717,0.05278611844456684,0.9905476848734033
20,0.9543594249666507,0.952703579784254,0.9610744327764434,0.9568611430716999,0.053111354088787664,0.9904157060542896
21,0.9547335687652383,0.952692492478349,0.9618263822395237,0.9572278333016895,0.05315743399458178,0.9905189498468365
22,0.9545134403532891,0.9527462446593067,0.9613247977284896,0.9570081124936933,0.05306410869591492,0.9905317589254311
23,0.9546012120947068,0.9526038622781202,0.9616584781368871,0.9571007410521982,0.05325050029612005,0.9904304310109042
24,0.9546894627757931,0.9526110739486618,0.9618262078299438,0.9571872407414987,0.05325021971589742,0.9905206258286359
25,0.9547553871279015,0.952443209732411,0.962159766151635,0.9572612921899722,0.053482669638802605,0.9905904933989422
26,0.9548434539735593,0.9532945208561706,0.9613665165000181,0.9573084082275176,0.052414133818636396,0.9903914506429633
27,0.9548212969666864,0.9528121814756124,0.9618674208136904,0.9573081253679316,0.053017942457744625,0.9904376957500673
28,0.9549092815701791,0.9531603339832285,0.9616592629799969,0.9573823047616588,0.05259985634292602,0.9905960921185217
29,0.9545133097333796,0.9527069944827053,0.9613661153579844,0.9570074327161681,0.05311098717618884,0.9903357177208626
