seed,accuracy_mean,precision_mean,recall_mean,f1_mean,fpr_mean,auc_mean
0,0.9359493711425401,0.9406713300194071,0.9375187446696073,0.9390769381688067,0.06579614854003317,0.9824986825556252
1,0.9354435866640364,0.9388531322772179,0.938562516241892,0.9386989580855534,0.0680266102283146,0.9823756832514713
2,0.9368730812781905,0.939292076069076,0.9409848036932974,0.9401205565452884,0.06770146091646997,0.9826238180445579
3,0.9357513997374637,0.9375289540989227,0.9407759133393678,0.9391202152406217,0.06983885630321313,0.982286084902767
4,0.9356195026555028,0.9371909901585628,0.940860362457989,0.938999822846535,0.07021118625864833,0.9823225640026438
5,0.9355973940263743,0.9393682873401767,0.938312360581342,0.9388200062073795,0.06742286633848854,0.982385922944685
6,0.9353773139921693,0.9378498331571826,0.939606130845555,0.9387031511784487,0.06932791971779673,0.9823305210536427
7,0.9356633861073245,0.9363098733588362,0.9419456783922227,0.9390990236822245,0.07132558615366817,0.982649794267046
8,0.9360153777368136,0.9379832434542534,0.9407339155125112,0.9393347385182057,0.06923442175437748,0.9828812130829526
9,0.9354873975492415,0.9372447256896894,0.9405254263006159,0.9388556870028666,0.07011758037975886,0.982531416008386
10,0.9365433143844161,0.9391248676550104,0.9405254611825317,0.9398077965556919,0.06788666544650242,0.9828673458988761
11,0.9366311393413526,0.9380477547375425,0.9419458004789287,0.9399736104360386,0.06928168873034428,0.9825623266737153
12,0.9363669388043789,0.9380414242634114,0.9414028285745679,0.93969977775015,0.06923472391769417,0.9826041092277243
13,0.936037200937251,0.9387917195649814,0.9398564783566432,0.9392990107152113,0.06821226800332206,0.9820034669667834
14,0.9356412194249029,0.9393111954575757,0.9384370111081461,0.9388606129389554,0.06746905415975288,0.9823265660770414
15,0.9362133201152435,0.9377171920178835,0.9414445996689705,0.9395615864859392,0.0696062984648377,0.9825329101460654
16,0.9363671613420026,0.9391144624434306,0.9401499050339839,0.9396221283060117,0.0678408013716488,0.9825184060270906
17,0.9372249422877701,0.9407074476367118,0.9400658396164385,0.9403738390601655,0.06593551057830604,0.9826616276229977
18,0.9348716794846726,0.9365211159139359,0.9400664326090103,0.9382755354652641,0.07090750003884957,0.98221830662679
19,0.9354873927114671,0.9389993565373389,0.9385203963283295,0.9387282055645138,0.06788735610551197,0.9825004642295421
20,0.9356633474051291,0.9387586730068435,0.9391474162092776,0.938934667237883,0.068212678082109,0.9825337130946916
21,0.9356194881421797,0.9393768909808499,0.9383119768802661,0.938840354228403,0.06737600944130866,0.9824580380048916
22,0.9359932787832339,0.938128669393891,0.9405671973950185,0.9393173554347702,0.0690950597161046,0.9825490024707004
23,0.934365512821989,0.9364921669770954,0.939104703303143,0.937774884879067,0.07090773745288412,0.9821623761000111
24,0.9354435189351943,0.9386089828459128,0.9388550011075008,0.9387124774521206,0.06835119837971396,0.9823699442135785
25,0.9359495162757729,0.9375530536717365,0.9410684854097665,0.9392932588575391,0.06974600583261534,0.9824409573260506
26,0.9359933900520458,0.9365044129001123,0.9424046546428702,0.9394184082949225,0.07113975571390832,0.9823239053635449
27,0.9352454410990804,0.9374031737653402,0.9398148816718205,0.9385930813909426,0.06983851097370833,0.9822069138098648
28,0.9364111076848918,0.9395965702422853,0.9397318801527131,0.9396416336587972,0.0672836122156859,0.9825514003237709
29,0.9349374780546457,0.9357927782388868,0.9410684679688085,0.9384059327514886,0.0718832717207942,0.9821739048940161
