seed,accuracy_mean,precision_mean,recall_mean,f1_mean,fpr_mean,auc_mean
0,0.8775516720267594,0.8617120632306898,0.9142135610424809,0.8871759914839261,0.16323628567037954,0.947005002996703
1,0.8774636245321993,0.8614818402471961,0.9143796164035699,0.887123584389971,0.1636077523020528,0.9470646249450689
2,0.8774412353121539,0.8616839897966555,0.9140457615855923,0.8870818921980396,0.16328247349164388,0.94700178504318
3,0.8776835836220437,0.8619157039517565,0.9142970857903283,0.8873074925071164,0.16305084372631257,0.9470143571810914
4,0.8774412401499285,0.8617588232028248,0.9140041474598115,0.887083411427415,0.16323632883656763,0.9469834927146193
5,0.8772655225072133,0.8614459412366617,0.913962690302653,0.8869206200971866,0.16356152131460036,0.9469961367596488
6,0.8775515268935268,0.8615421829528914,0.9145059412623417,0.887213990098631,0.16356167239625868,0.9470283460474679
7,0.8769574530317413,0.8613340842892736,0.9135867155711128,0.8866349787957416,0.1637932374123079,0.9469895023719381
8,0.8772876698385375,0.861391371873359,0.914087497798079,0.8869480057739377,0.16365385379094097,0.9469912111231297
9,0.8775075660373142,0.8612854621009003,0.9147559050723537,0.8872101385238189,0.16393298794627362,0.9469762226177248
10,0.8770015493456379,0.8611475534688946,0.9137950129324703,0.8866830230852992,0.1639324483689224,0.947028350591439
11,0.8774855686769975,0.8613920305070739,0.914588942781449,0.8871771038967001,0.16379375540656507,0.9470231886853261
12,0.8773532797353079,0.86146444024735,0.9141295305068518,0.8870090179303055,0.16356147814841224,0.9469905679153218
13,0.8772214745710611,0.8613402140610995,0.9140037288768197,0.8868870008471076,0.16370053802336845,0.9469568079353584
14,0.8774414336609053,0.8616276665233589,0.9141294781839775,0.8870901112410678,0.16337521604677144,0.9470105379585144
15,0.8771556131100203,0.8614547274754323,0.9137949954915123,0.8868228258595184,0.16360788180061708,0.9470133098347177
16,0.877463508425613,0.8613882744365444,0.9145469275136344,0.8871606172328427,0.16379371224037695,0.9469226069903293
17,0.8776176931343563,0.8617829800449204,0.9143383859788651,0.8872614873509999,0.1632350338509247,0.946992800593993
18,0.8773098123320869,0.8612417423643646,0.9144225734831164,0.88701451553603,0.16397978009417136,0.9470745368317696
19,0.8770451860709638,0.8616870321804295,0.9131682546658924,0.886658306298483,0.16314343519978175,0.9469565581297864
20,0.8771774556615555,0.8615984367647483,0.9135446130985082,0.8868012612028044,0.16328294831971296,0.9469990035899036
21,0.877353574839548,0.861427660902943,0.9142547565852697,0.8870356783311883,0.16370008477839343,0.9470471884747369
22,0.8773976034246024,0.8616277225024602,0.9140874105932891,0.8870498544734691,0.16342099378924885,0.9470080682096491
23,0.8774412546632517,0.8615238412885287,0.9142962835062605,0.8871070846677045,0.16356147814841224,0.9469346882648326
24,0.8774415255786197,0.8616765994334541,0.9140463720191221,0.8870691824200314,0.16328186916501053,0.9469939335901894
25,0.8774854574081855,0.8613556704827801,0.9145883323479191,0.8871476919409667,0.16379317266302573,0.9469603873195158
26,0.8775293118333607,0.8616348044328325,0.9143798256950657,0.887190658966331,0.1634690377566014,0.9470550400701836
27,0.8771116474160333,0.8611988512796662,0.9140044962789716,0.8867939850030225,0.1639330958617439,0.947026851009837
28,0.8774852977616294,0.8615254240389276,0.9143801047503937,0.8871425600321026,0.1635615428976944,0.9469471808947209
29,0.8771335141564407,0.8614255512977593,0.9137113312160011,0.8867837487310097,0.16356139181603607,0.9469920199324278
